"Statistic","Year","Garda Station","Type of Offence","UNIT","VALUE"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Attempts/threats to murder, assaults, harassments and related offences","Number","153"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Dangerous or negligent acts","Number","45"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Kidnapping and related offences","Number","2"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Robbery, extortion and hijacking offences","Number","28"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Burglary and related offences","Number","122"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Theft and related offences","Number","488"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Fraud, deception and related offences","Number","49"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Controlled drug offences","Number","372"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Weapons and Explosives Offences","Number","33"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Damage to property and to the environment","Number","250"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Public order and other social code offences","Number","130"
"Recorded Crime Offences Under Reservation","2019","66201 Ballyfermot, D.M.R. Western Division","Offences against government, justice procedures and organisation of crime","Number","30"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","200"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Dangerous or negligent acts","Number","38"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Kidnapping and related offences","Number","1"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Robbery, extortion and hijacking offences","Number","34"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Burglary and related offences","Number","96"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Theft and related offences","Number","678"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Fraud, deception and related offences","Number","37"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Controlled drug offences","Number","417"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Weapons and Explosives Offences","Number","66"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Damage to property and to the environment","Number","266"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Public order and other social code offences","Number","184"
"Recorded Crime Offences Under Reservation","2019","63201 Ballymun, D.M.R. Northern Division","Offences against government, justice procedures and organisation of crime","Number","68"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","87"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Dangerous or negligent acts","Number","38"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Kidnapping and related offences","Number","1"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Robbery, extortion and hijacking offences","Number","14"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Burglary and related offences","Number","209"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Theft and related offences","Number","548"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Fraud, deception and related offences","Number","72"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Controlled drug offences","Number","96"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Weapons and Explosives Offences","Number","18"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Damage to property and to the environment","Number","91"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Public order and other social code offences","Number","133"
"Recorded Crime Offences Under Reservation","2019","65101 Blackrock, Co Dublin, D.M.R. Eastern Division","Offences against government, justice procedures and organisation of crime","Number","9"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Attempts/threats to murder, assaults, harassments and related offences","Number","473"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Dangerous or negligent acts","Number","205"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Kidnapping and related offences","Number","2"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Robbery, extortion and hijacking offences","Number","81"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Burglary and related offences","Number","512"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Theft and related offences","Number","2001"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Fraud, deception and related offences","Number","280"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Controlled drug offences","Number","366"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Weapons and Explosives Offences","Number","84"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Damage to property and to the environment","Number","530"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Public order and other social code offences","Number","399"
"Recorded Crime Offences Under Reservation","2019","66101 Blanchardstown, D.M.R. Western Division","Offences against government, justice procedures and organisation of crime","Number","1431"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Attempts/threats to murder, assaults, harassments and related offences","Number","212"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Dangerous or negligent acts","Number","63"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Kidnapping and related offences","Number","0"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Robbery, extortion and hijacking offences","Number","51"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Burglary and related offences","Number","110"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Theft and related offences","Number","834"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Fraud, deception and related offences","Number","98"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Controlled drug offences","Number","196"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Weapons and Explosives Offences","Number","41"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Damage to property and to the environment","Number","227"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Public order and other social code offences","Number","391"
"Recorded Crime Offences Under Reservation","2019","62101 Bridewell Dublin, D.M.R. North Central Division","Offences against government, justice procedures and organisation of crime","Number","6194"
"Recorded Crime Offences Under Reservation","2019","65201 Cabinteely, D.M.R. Eastern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","58"
"Recorded Crime Offences Under Reservation","2019","65201 Cabinteely, D.M.R. Eastern Division","Dangerous or negligent acts","Number","33"
